device_id,vuf_symmetrical
338,0.7191587974261494
339,0.7191587974261494
342,0.7191587974261494
343,0.7191587974261494
448,0.5765393045117485
449,0.5765393045117485
452,0.5765393045117485
453,0.5765393045117485
36,0.2753252903029023
37,0.2753252903029023
215,0.2491525127498984
216,0.2491525127498984
219,0.2491525127498984
220,0.2491525127498984
149,0.2438919863397846
150,0.2438919863397846
153,0.2438919863397846
154,0.2438919863397846
161,0.2348973035421736
162,0.2348973035421736
165,0.2348973035421736
166,0.2348973035421736
169,0.232679370134827
170,0.232679370134827
173,0.232679370134827
174,0.232679370134827
285,0.2325002613971723
286,0.2325002613971723
289,0.2325002613971723
290,0.2325002613971723
317,0.2243722790131429
318,0.2243722790131429
321,0.2243722790131429
322,0.2243722790131429
365,0.2189702187663337
366,0.2189702187663337
223,0.2070822506733022
224,0.2070822506733022
227,0.2070822506733022
228,0.2070822506733022
240,0.2022124541188247
241,0.2022124541188247
244,0.2022124541188247
245,0.2022124541188247
253,0.2019384657331925
254,0.2019384657331925
257,0.2019384657331925
258,0.2019384657331925
29,0.1970954300388556
30,0.1970954300388556
33,0.1970954300388556
34,0.1970954300388556
301,0.195498757314983
302,0.195498757314983
305,0.195498757314983
306,0.195498757314983
177,0.1945778838478847
178,0.1945778838478847
181,0.1945778838478847
182,0.1945778838478847
202,0.1929649313024222
203,0.1929649313024222
348,0.1893765485999257
349,0.1893765485999257
309,0.1838348663852352
310,0.1838348663852352
313,0.1838348663852352
314,0.1838348663852352
12,0.1836967672109629
13,0.1836967672109629
16,0.1836967672109629
17,0.1836967672109629
272,0.1791136401636356
273,0.1791136401636356
276,0.1791136401636356
277,0.1791136401636356
261,0.1645932827091803
262,0.1645932827091803
265,0.1645932827091803
266,0.1645932827091803
268,0.1645932827091803
269,0.1645932827091803
400,0.1591095916616347
401,0.1591095916616347
404,0.1591095916616347
405,0.1591095916616347
20,0.15461074713344
21,0.15461074713344
24,0.15461074713344
25,0.15461074713344
440,0.1498510029372271
441,0.1498510029372271
328,0.1456447193621473
329,0.1456447193621473
4,0.1420520455745242
5,0.1420520455745242
8,0.1420520455745242
9,0.1420520455745242
232,0.1397481110581188
233,0.1397481110581188
236,0.1397481110581188
237,0.1397481110581188
293,0.1352144066101242
294,0.1352144066101242
297,0.1352144066101242
298,0.1352144066101242
354,0.130841966248804
355,0.130841966248804
358,0.130841966248804
359,0.130841966248804
280,0.1146318345887782
281,0.1146318345887782
