device_id,name,window_start,window_end,sample_time,Ia_avg,Ib_avg,Ic_avg,Ia_label,Ib_label,Ic_label,cur_dev_ratio,cur_ratio,current_unbalance_rms,dib,neutral_from_trms_120deg,neutral_from_trms_and_pf,phase_unbalance_metrics.UC,phase_unbalance_metrics.Unbalance_a,phase_unbalance_metrics.Unbalance_b,phase_unbalance_metrics.Unbalance_c,sequence_unbalance_factors.I0,sequence_unbalance_factors.I1,sequence_unbalance_factors.I2,sequence_unbalance_factors.M0,sequence_unbalance_factors.M0_angle_deg,sequence_unbalance_factors.M0_mag,sequence_unbalance_factors.M2,sequence_unbalance_factors.M2_angle_deg,sequence_unbalance_factors.M2_mag,vuf_magnitude,vuf_symmetrical
384,D1396 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,224.64143388006423,223.90321521229214,204.9893570052253,L1,L2,L3,1.967045566722834,3.007047329057367,15.753127991746545,0.01040001762334533,19.293562716267243,,1.001743084642743,1.031200052870036,1.0278113141316487,0.940988632998315,,,,,,,,,,,
385,D1364 SP2 L1,2025-09-01 12:00,2025-10-01 12:00,15m,118.07818366156684,148.39664789570702,119.27443695598178,L1,L2,L3,5.136382621710041,7.859629741099128,24.281292287679005,0.05136382621710041,29.738388200094942,,1.0118865172787281,0.9183025864183274,1.1540914786513012,0.9276059349303712,,,,,,,,,,,
386,D1364 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,469.7224889596303,363.7008829381731,391.3376835240258,L1,L2,L3,5.018840495205785,8.65651349315165,77.77864191230694,0.05018840495205785,95.25899278590173,,1.0120987145235365,1.1505652148561736,0.890869810061624,0.9585649750822022,,,,,,,,,,,
387,D1400 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,205.67099044202791,171.02013791729374,160.72776583327683,L1,L2,L3,4.9368117368398385,8.362792059306436,33.29918888921765,0.049368117368398384,40.7830108135691,,1.0115176188572754,1.1481043521051952,0.9546750575688026,0.8972205903260021,,,,,,,,,,,
388,D1399 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,298.7893260161082,237.2300349023607,201.5042173438602,L1,L2,L3,7.179178377828813,13.190779459751012,69.59471419588691,0.07179178377828813,85.2357692873757,,1.0267129559472308,1.2153753513348644,0.9649726811228015,0.819651967542334,,,,,,,,,,,
389,D1394 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,521.196078326967,502.21555459764267,494.9070851114061,L1,L2,L3,0.9938518706498968,1.731454200180475,19.190146530262588,0.009938518706498967,23.503033544188487,,1.0004792387693944,1.0298155561194968,0.9923125137664207,0.9778719301140827,,,,,,,,,,,
390,D1394 SP2 L1,2025-09-01 12:00,2025-10-01 12:00,15m,274.708060057958,246.23515015178256,229.6642731136746,L1,L2,L3,3.2647643623692555,6.000977600815541,32.21926600974021,0.03264764362369255,39.46038080543067,,1.0055274746555936,1.0979429308710777,0.984143466282311,0.9179136028466114,,,,,,,,,,,
391,D1383 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,293.892987230089,239.9572032266193,222.51599097251892,L1,L2,L3,5.522579906302749,9.436830732264669,52.624266505465094,0.05522579906302749,64.45130051331255,,1.0145220912342137,1.1656773971890826,0.951750127589775,0.8825724752211425,,,,,,,,,,,
392,D1413 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,404.77731621257,403.833241991031,419.1194207441159,L1,L2,L3,0.8044190984629224,1.2450766060291738,12.114103342803705,0.008044190984629223,14.83668594061341,,1.0002920774859871,0.9890871522730996,0.9867802747730124,1.0241325729538877,,,,,,,,,,,
394,D0055 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,227.37486800352733,205.1186462163925,239.89867964585622,L1,L2,L3,2.827529118518396,5.17258138133688,24.9120853646405,0.023450522628184846,30.510948786012325,,1.0041180924843118,1.0144743056709977,0.9151741264444481,1.0703515678845545,,,,,,,,,,,
395,D0055 SP2 L1,2025-09-01 12:00,2025-10-01 12:00,15m,467.34888916015626,441.5122641510434,421.00921381844415,L1,L2,L3,1.8091061638989776,3.4845257468012023,32.83936548096929,0.018091061638989776,40.21984445257076,,1.0018293303978905,1.0542731849169693,0.9959894025700975,0.9497374125129333,,,,,,,,,,,
400,D1482 SP1 L1 / UMG801-4702-8660 / Measurement Group 1,2025-09-01 12:00,2025-10-01 12:00,15m,61.560605389991544,44.59249743706404,50.62422982600465,Input01,Input02,Input03,5.932933255231378,10.823062024200278,12.164193268093134,0.05932933255231378,14.898033319713159,,1.018060149275409,1.1779879976569414,0.853296136930933,0.9687158654121256,,,,,,,,,,,
408,D0246 SP1 L1 / UMG801-4700-2679 / Measurement Group 1,2025-09-01 12:00,2025-10-01 12:00,15m,179.47508115460369,164.808145049381,161.62571193460542,Input01,Input02,Input03,2.142434660597183,3.528178269724217,13.464111269055888,0.02142434660597183,16.49010122462157,,1.0021248678917618,1.0642730398179154,0.9772992684558955,0.958427691726189,,,,,,,,,,,
430,D1358 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,0.20598983389359934,0.2226094941298167,0.2003770265314314,L1,L2,L3,2.0590136949371707,3.534706422170691,0.016350324444948865,0.020590136949371705,0.020024976009540518,,1.0020272409317534,0.9825003709688905,1.0617704108481152,0.9557292181829944,,,,,,,,,,,
431,D1363 SP2 L1,2025-09-01 12:00,2025-10-01 12:00,15m,0.6128083207204845,0.5432841982601914,0.532253691542339,L1,L2,L3,2.963032714164062,4.771215090605813,0.06176386204557531,0.02963032714164062,0.07564497327765671,,1.0040148297022653,1.088890981424922,0.9653544898683305,0.9457545287067475,,,,,,,,,,,
436,D0707 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,459.1082397460938,475.06426548428004,474.41233690049916,L1,L2,L3,0.7397524559780205,1.1327699447658672,12.770214797814216,0.0039301748878784685,15.640255080200314,,1.0002465764740271,0.9778074263206594,1.0117905246636354,1.010402049015705,,,,,,,,,,,
440,D0604 SP2 L1 / UMG801-4700-7811 / Device-3,2025-09-01 12:00,2025-10-01 12:00,15m,456.6993297485479,397.0121358306344,400.5913991447785,Input01,Input02,Input03,3.0772771015758975,4.7585950408435895,47.34086367436309,0.030772771015758975,57.98047999242458,,1.0042735499066857,1.092318313047277,0.9495604618219693,0.9581212251307538,,,,,,,,,,,
443,D1507 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,3.3052782305964716,2.965932336328034,2.673588106367323,L1,L2,L3,3.6186244615990897,7.0620943779909195,0.44708433126827735,0.0361862446159909,0.5475642418003577,,1.0074947821521658,1.1085587338479728,0.9947453636437824,0.896695902508245,,,,,,,,,,,
448,D1056 SP1 L1 / UMG801-4700-2674 / Measurement Group 1,2025-09-01 12:00,2025-10-01 12:00,15m,29.545628837413258,14.812752780483828,23.031498136619728,Input01,Input02,Input03,11.352654877691776,21.862149198955883,10.440934040670104,0.10509494321264105,12.787480418848562,,1.072012949015373,1.3152848296379231,0.6594203536692467,1.0252948166928302,,,,,,,,,,,
456,D1029 SP1 L1 / UMG801-4700-2804 / Measurement Group 1,2025-09-01 12:00,2025-10-01 12:00,15m,171.58693642351363,167.6209570566813,146.0218709203932,Input01,Input02,Input03,3.239987534405211,5.268651549993299,19.457835512031462,0.020286640155880886,23.830884251741207,,1.0048240904735448,1.0608599204676428,1.0363397055645138,0.9028003739678436,,,,,,,,,,,
462,D1025 SP1 L1,2025-09-01 12:00,2025-10-01 12:00,15m,54.39723130928145,81.38809835116068,56.03858618272675,L1,L2,L3,9.095212655531705,14.070647511932965,21.39936694289945,0.09095212655531705,26.20876491434275,,1.0373351243121534,0.8507369543079623,1.272856379665951,0.8764066660260866,,,,,,,,,,,
