device_id,name,window_start,window_end,sample_time,Ia_avg,Ib_avg,Ic_avg,Va_avg,Vb_avg,Vc_avg,I4_avg,I4_label,Ia_label,Ib_label,Ic_label,Va_label,Vb_label,Vc_label,cur_dev_ratio,cur_ratio,dib,neutral_from_trms_120deg,sequence_unbalance_factors.M0_mag,sequence_unbalance_factors.M2_mag,vuf_magnitude,vuf_symmetrical
1,D0029 SP1 L2,2025-09-01 12:00,2025-09-02 12:00,15m,247.04056723912558,230.6016581853231,244.42393414179483,234.43111737569174,234.15413618087769,233.85781590143839,,,L1,L2,L3,L1,L2,L3,1.6033120916022858,2.802972371880696,0.014701511859675527,20.117041184936067,,,0.0013073847155662145,
4,D0029 SP1 L1 / D0029 Borgartún 20 SP1 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,189.22554183006287,147.45472645759583,172.79726163546243,234.47784916559854,233.8695831298828,233.6035639444987,38.87983516852061,Input04,Input01,Input02,Input03,L1,L2,L3,5.06813586783542,9.032648978087433,0.04128658008703908,38.34728564335892,0.10202665527768456,0.08106087294275599,0.002112122107609073,0.15633902365429134
5,D0029 SP1 L1 / D0029 Borgartún 20 SP1 L1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,44.74313396215439,27.917410145203274,0.0,234.47784916559854,233.8695831298828,233.6035639444987,61.44051166375478,Input08,Input05,Input06,Input07,L1,L2,L3,42.943855227412776,71.67400894016788,0.38340675606834546,43.52680422515393,,,0.002112122107609073,0.15633902365429134
8,D0029 SP1 L1 / Mod1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,17.747715572516125,0.0,0.0,234.47784916559854,233.8695831298828,233.6035639444987,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,66.66666666666673,100.0,0.6666666666666657,17.747715572516125,,,0.002112122107609073,0.15633902365429134
9,D0029 SP1 L1 / Mod1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,234.47784916559854,233.8695831298828,233.6035639444987,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.002112122107609073,0.15633902365429134
12,D0411 SP1 L1 / D0411 Grensásvegur 1 SP1 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,68.03627347946167,65.723539908727,72.50874932607015,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,2.784326265336466,4.911129754550731,0.026198234471872573,9.240544569057905,0.07523522020455677,0.05978718382951517,0.0020535884092960023,0.19213889586407254
13,D0411 SP1 L1 / D0411 Grensásvegur 1 SP1 L1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.0020535884092960023,0.19213889586407254
16,D0411 SP1 L1 / Mod1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,17.549778749545414,20.47943462928136,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,33.333333333333364,55.39287039379955,0.22059537060466203,19.400298795752153,,,0.0020535884092960023,0.19213889586407254
17,D0411 SP1 L1 / Mod1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.0020535884092960023,0.19213889586407254
20,D0411 SP2 L1 / D0411 Grensásvegur 1 SP2 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,74.72822125752766,82.8013466199239,82.93034931023915,235.88305393854776,235.24634456634521,235.2194849650065,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,3.4805243411963502,6.088291317230245,0.029644620606978218,12.742328928729458,0.06445342043871533,0.07156208095105827,0.0018414837740783963,0.1816749336244404
