device_id,name,window_start,window_end,sample_time,Ia_avg,Ib_avg,Ic_avg,Va_avg,Vb_avg,Vc_avg,I4_avg,I4_label,Ia_label,Ib_label,Ic_label,Va_label,Vb_label,Vc_label,cur_dev_ratio,cur_ratio,dib,neutral_from_trms_120deg,sequence_unbalance_factors.M0_mag,sequence_unbalance_factors.M2_mag,vuf_magnitude,vuf_symmetrical
1,D0029 SP1 L2,2025-09-01 12:00,2025-09-02 12:00,15m,247.04056723912558,230.6016581853231,244.42393414179483,234.43111737569174,234.15413618087769,233.85781590143839,,,L1,L2,L3,L1,L2,L3,1.396971944530801,2.276648591823996,0.008796766472931946,15.299343323523063,,,0.001210464884682361,
4,D0029 SP1 L1 / D0029 Borgartún 20 SP1 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,189.22554183006287,147.45472645759583,172.79726163546243,234.47784916559854,233.8695831298828,233.6035639444987,38.87983516852061,Input04,Input01,Input02,Input03,L1,L2,L3,4.3909918565961,8.198755179403133,0.03807763322807033,36.448137786959926,0.094812833288386,0.07428640808481551,0.0021120438104040976,0.1560954684250744
5,D0029 SP1 L1 / D0029 Borgartún 20 SP1 L1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,44.74313396215439,27.917410145203274,0.0,234.47784916559854,233.8695831298828,233.6035639444987,61.44051166375478,Input08,Input05,Input06,Input07,L1,L2,L3,33.33333333333333,61.57830843661913,0.28244975103285797,39.14354868899285,,,0.0021120438104040976,0.1560954684250744
8,D0029 SP1 L1 / Mod1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,17.747715572516125,0.0,0.0,234.47784916559854,233.8695831298828,233.6035639444987,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,66.66666666666667,100.0,0.6666666666666667,17.747715572516125,,,0.0021120438104040976,0.1560954684250744
9,D0029 SP1 L1 / Mod1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,234.47784916559854,233.8695831298828,233.6035639444987,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.0021120438104040976,0.1560954684250744
12,D0411 SP1 L1 / D0411 Grensásvegur 1 SP1 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,68.03627347946167,65.723539908727,72.50874932607015,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,1.8192601457396678,3.28950244674105,0.01819260145739668,5.974564570112984,0.0759651833626504,0.06201584851753997,0.002053088861744397,0.1920695454562355
13,D0411 SP1 L1 / D0411 Grensásvegur 1 SP1 L1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.002053088861744397,0.1920695454562355
16,D0411 SP1 L1 / Mod1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,17.549778749545414,20.47943462928136,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,33.33333333333333,53.851849169942426,0.20518515836609094,19.183128791553738,,,0.002053088861744397,0.1920695454562355
17,D0411 SP1 L1 / Mod1 / Measurement Group 2,2025-09-01 12:00,2025-09-02 12:00,15m,0.0,0.0,0.0,236.26728518803915,235.5358600616455,235.5464587211609,0.0,Input08,Input05,Input06,Input07,L1,L2,L3,0.0,0.0,,0.0,,,0.002053088861744397,0.1920695454562355
20,D0411 SP2 L1 / D0411 Grensásvegur 1 SP2 L1 / Measurement Group 1,2025-09-01 12:00,2025-09-02 12:00,15m,74.72822125752766,82.8013466199239,82.93034931023915,235.88305393854776,235.24634456634521,235.2194849650065,0.0,Input04,Input01,Input02,Input03,L1,L2,L3,2.256128395597854,3.41101675016769,0.011548883545698357,8.138393557826731,0.06236648383006754,0.0707064251091603,0.0018408443421844426,0.18158435506396867
